"words","class","group","rooms","comments"
"chimney | fireplace | hearth | ארובה | אח | קמין","NOUN","2469","",""
"feet | foot | paw | רגליים | כף","NOUN","2470","",""
"forest | wood | יער | חורש","NOUN","2471","",""
"apple | fruit | תפוח | פרי | פירות | תפוחים","NOUN","2472","",""
"ghost | spirit | spook | רוח | פנטום | רוחות","NOUN","2473","",""
"cup | glass | כוס | זכוכית","NOUN","2474","",""
"drygoods | goods | יבשים | סחורה | מוצרים","NOUN","2475","",""
"grate | grill | גריל","NOUN","2476","",""
"home | homeland | מולדת","NOUN","2477","",""
"kit | toolkit | ערכה | ערכת","NOUN","2478","",""
"grass | lawn | דשא | מדשאה | עשב","NOUN","2479","",""
"levitate | levitation | לרחף | ריחוף | רחף","IMPERATIVE_VERB | NOUN","2480","",""
"certificate | id | license | תעודה | רישיון | רשיון","NOUN","2481","",""
"alm | cash | coin | money | נדבה | מזומן | מטבע | מטבעות","NOUN","2482","",""
"breakfast | dinner | meal | supper | ארוחה | סעודה","NOUN","2483","",""
"dinnertime | mealtime | suppertime","NOUN","2484","",""
"mark | scratch | writing | שריטה | סימנים | חריטות","NOUN","2485","",""
"market | mart | שוק | מרכול | יריד","NOUN","2486","",""
"clearing | grove | meadow | חורשה | אחו","NOUN","2487","",""
"hill | mountain | גבעה | הר | הרים | גבעות","NOUN","2488","",""
"mushroom | פטריה | פטרייה | פטריות","NOUN","2489","",""
"note | paper | פתק | הערה | נייר","NOUN","2490","",""
"item | object | thing | פריט | אובייקט | דבר","NOUN","2491","",""
"odor | smell | ריח | להריח","IMPERATIVE_VERB | NOUN","2492","",""
"foyer | parlor | מבואה | סלון | טרקלין","NOUN","2493","",""
"pentacle | pentagram | פנטגרם","NOUN","2494","",""
"painting | picture | ציור | תמונה","NOUN","2495","",""
"birch | cedar | pine | pinewood | ליבנה | ארז | אורן","NOUN","2496","",""
"airplane | plane | מטוס | מישור | כנף","NOUN","2497","",""
"pan | pot | מחבת | סיר","NOUN","2498","",""
"cost | price | עלות | מחיר | הוצאה","NOUN","2499","",""
"cunt | pussy | twat | vagina","NOUN","2500","",""
"boulder | rock | סלע | אבן | אבנים | סלעים | הסלע | האבן | בסלע","NOUN","2501","",""
"carpet | carpeting | rug | שטיח | שטיחים | מרבד","NOUN","2502","",""
"rune | symbol | רונה | סמל | סמלים","NOUN","2503","",""
"fink | nonunion | scab | מלשן | שביתה","NOUN","2504","",""
"schwertfish | shwertfisch | shwertfish | swertfish","NOUN","2505","",""
"offseason | season | עונה | תקופה","NOUN","2506","",""
"desert | shapeir | מדבר | שפיר | שאפיר","NOUN","2507","",""
"shelf | shelves | מדף | מדפים | רף","NOUN","2508","",""
"goo | goop | ooze | slime | רפש | בוץ | סליים","NOUN","2509","",""
"ice | snow | קרח | שלג | גלידה","NOUN","2510","",""
"spy | traitor | מרגל | בוגד | סוכן","NOUN","2511","",""
"hamlet | spielburg | town | כפר | שפילבורג | שפילברג | עיירה | עיר","NOUN","2512","",""
"ladder | stair | סולם | בסולם","NOUN","2513","",""
"barstool | stool | שרפרף","NOUN","2514","",""
"shop | store | חנות","NOUN","2515","",""
"trap | trapdoor | מלכודת | מארב","NOUN","2516","",""
"carrot | parsnip | potato | rutabaga | vegetable | veggie | גזר | פטרוזיליה | לפת | ירק | ירקות","NOUN","2517","",""
"loot | profit | riches | treasure | wealth | שלל | רווח | עושר | אוצר | הון | שפע","NOUN","2518","",""
"bourbon | gin | rum | scotch | vodka | whiskey | בורבון | ג'ין | רום | סקוץ' | וודקה | ויסקי","NOUN","2519","",""
"shed | workshop | סככה | סדנה","NOUN","2520","",""
"yo | yoyo | יו | יויו","NOUN","2521","",""
"ambush | לארוב | מארבים","NOUN | IMPERATIVE_VERB","2522","",""
"fish | דג | לדוג | דגים","NOUN | IMPERATIVE_VERB","2523","",""
"giggle | גיחוך | לגחך | צחקוק","NOUN | IMPERATIVE_VERB","2524","",""
"love | אהבה | לאהוב | חיבה","NOUN | IMPERATIVE_VERB","2525","",""
"mug | ספל | ספלון","NOUN | IMPERATIVE_VERB","2526","",""
"plague | מגיפה | נגע | לייסר","NOUN | IMPERATIVE_VERB","2527","",""
"shadow | צל | צללית | להצל","NOUN | IMPERATIVE_VERB","2528","",""
"spill | stain | לשפוך | כתם | לכתים","NOUN | IMPERATIVE_VERB","2529","",""
"stall | לתקוע","NOUN | IMPERATIVE_VERB","2530","",""
"steam | אדים | לאדות | קיטור","NOUN | IMPERATIVE_VERB","2531","",""
"step | לדרוך","NOUN | IMPERATIVE_VERB","2532","",""
"labor | work | לעבוד | יגיעה","NOUN | IMPERATIVE_VERB","2533","",""
"yawn | פיהוק | לפהק | נים","NOUN | IMPERATIVE_VERB","2534","",""
"well | ובכן | באר | היטב","ADJECTIVE | NOUN","2535","",""
"hoe | rake | מעדר | מגרפה | לגרף","NOUN","2536","",""
"heinrich | pferdefedern | היינריך","NOUN","2537","",""
"intervention | התערבות | התערבויות | גישור","NOUN","2538","",""
"crop | לגזום | חיתוך","NOUN","2539","",""
"stalactite | נטיף","NOUN","2540","",""
"stalagmite | זקיף","NOUN","2541","",""
"formation | תצורה | יצירה","NOUN","2542","",""
"entrance | כניסה | מבוא","NOUN","2543","",""
"animal | חיה","NOUN","2544","",""
"manacle | אזיק | כבול | כבילה","NOUN","2545","",""
"kobold | קובולד | גמדון | שדון | מכשף","NOUN","2546","",""
"bear | הדוב | דוב | לדוב","NOUN","2547","",""
"leg | רגל | שלב","NOUN","2548","",""
"fungus | עובש","NOUN","2549","",""
"toadstool","NOUN","2550","",""
"stealth | התגנבות | חשאיות | התחמקות","NOUN","2551","",""
"key | מפתח | פתרון","NOUN","2552","",""
"mandrake | דודאים | מנדרגורה | דודא | מנדרייק","NOUN","2553","",""
"root | שורש | בסיס | מקור","NOUN","2554","",""
"candelabra | חנוכיה | קנדלברה | מנורת | הקנים | קנים | מנורה","NOUN","2555","",""
"candlestick | פמוט | הפמוט | פמוטים | הפמוטים","NOUN","2556","",""
"cemetery | graveyard | קברות","NOUN","2557","",""
"epitaph | הקדשה","NOUN","2558","",""
"grave | tomb | קבר","NOUN","2559","",""
"gravestone | tombstone | מצבה","NOUN","2560","",""
"marker | סמן | סימון | ציון","NOUN","2561","",""
"farming | חקלאות | גידולים","NOUN","2562","",""
"weather | אקלים | מזג","NOUN","2563","",""
"broom | מטאטא | לטאטא","NOUN","2564","",""
"skull | גולגולת | גולגולות","NOUN","2565","",""
"ogress | עוגית | מפלצתית | עוגרס","NOUN","2566","",""
"spider | עכביש | אראכניד","NOUN","2567","",""
"bat | עטלף | מחבט","NOUN","2568","",""
"caldron | cauldron | kettle | קלחת | קדרה | קומקום","NOUN","2569","",""
"area | scene | אזור | סצנה","NOUN","2570","",""
"meep | מיפ | מיפים","NOUN","2571","",""
"fox | שועל | השועל | שועלה | ערמומי","NOUN","2572","",""
"carving | גילוף | פיסול | גילופים","NOUN","2573","",""
"idiot | jerk | numbskull | אידיוט | מטומטם | טמבל","NOUN","2574","",""
"rain | גשם | גשמים","NOUN | IMPERATIVE_VERB","2575","",""
"acorn | בלוט","NOUN","2576","",""
"dryad | דריאדה | נימפה | דריאדות","NOUN","2577","",""
"nut | אגוז","NOUN","2578","",""
"buck | deer | stag | צבי | אייל","NOUN","2579","",""
"cabinet | cupboard | ארון | ארונית | מזנון","NOUN","2580","",""
"sid | sidney | סיד | סידני","NOUN","2581","",""
"blanket | שמיכה | עטוף","NOUN","2582","",""
"web | רשת","NOUN","2583","",""
"portcullis | סורג","NOUN","2584","",""
"hey | היי | אהלן | הלו","NOUN","2585","",""
"gatehouse","NOUN","2586","",""
"baroness | ברונית | אצילה","NOUN","2587","",""
"prize | reward | פרס | גמול | תגמול","NOUN","2588","",""
"misfortune | mishap | tragedy | פורענות | תקלה | טרגדיה","NOUN","2589","",""
"tower | turret | מגדל | צריח | מגדלון","NOUN","2590","",""
"bruno | ברונו","NOUN","2591","",""
"brutus | ברוטוס","NOUN","2592","",""
"goblin | גובלין | גובלינים","NOUN","2593","",""
"gatekeeper | שוער","NOUN","2594","",""
"glimmer | glint | shine | sparkle | נצנוץ | ניצוץ","IMPERATIVE_VERB | NOUN","2595","",""
"lizard | pterosaur | לטאה | פטרנוזאור | זוחל","NOUN","2596","",""
"nest | קן | לקנן | קינון | בקן","NOUN","2597","",""
"crossroad | צומת | מפגש","NOUN","2598","",""
"brauggi | ברוגי | בראוגי","NOUN","2599","",""
"jotunheim | northland | צפון","NOUN","2600","",""
"mead","NOUN","2601","",""
"horn | קרן | צופר | שופר","NOUN","2602","",""
"fighter | warrior | לוחם | לוחמת","NOUN","2603","",""
"ax | axe | גרזן | קורנס","NOUN","2604","",""
"healer | מרפא | מרפאה","NOUN","2605","",""
"baby | תינוק | תינוקת","ADJECTIVE | NOUN","2606","",""
"branch | limb | ענף | איבר","NOUN","2607","",""
"curtain | וילון | מסך | וילונות","NOUN","2608","",""
"barrack | מחנה | קסרן","NOUN","2609","",""
"consent | permission | הסכמה | רשות | אישור","NOUN","2610","",""
"moustache | mustache | שפם | שפמים","NOUN","2611","",""
"stablekeeper | stableman | אורוותן | סייס","NOUN","2612","",""
"courtyard | yard | חצר","NOUN","2613","",""
"corral | מכלאה | לגדר","NOUN","2614","",""
"parapet | rampart | סוללה","NOUN","2615","",""
"flagstone | pavement | paving | מרצפת | ריצוף","NOUN","2616","",""
"core | ליבה","NOUN","2617","",""
"ring | טבעת | לצלצל | צלצול","NOUN | IMPERATIVE_VERB","2618","",""
"crest | עיטור","NOUN","2619","",""
"design | עיצוב | תכנון | דגם","NOUN","2620","",""
"arm | זרוע | חימוש","NOUN","2621","",""
"coat | מעיל | ציפוי","ADJECTIVE | NOUN","2622","",""
"bench | ספסל","NOUN","2623","",""
"pit | בור | גומה | מכרה","NOUN","2624","",""
"cascade | waterfall | מפל | מפלים","NOUN","2625","",""
"lesson | שיעור | לקח | הדרכה","NOUN","2626","",""
"strength | חוזק | עוצמה","NOUN","2627","",""
"agility | זריזות | גמישות","NOUN","2628","",""
"skill | מיומנות | כישרון | יכולת","NOUN","2629","",""
"prediction | prophecy | prophesy | נבואה | חיזוי","NOUN","2630","",""
"archer | bowman | קשת | קשתים","NOUN","2631","",""
"goseke | גוסקה | בוהים","NOUN","2632","",""
"fred | פרד","NOUN","2633","",""
"nib | ניב","NOUN","2634","",""
"target | מטרה","NOUN","2635","",""
"arrow","NOUN","2636","",""
"swordsman | חרש","NOUN","2637","",""
"ledge | קצה | סף","NOUN","2638","",""
"top | פסגה | עליון","NOUN","2639","",""
"canyon | קניון | ערוץ","NOUN","2640","",""
"splash | רסס | פזירה","NOUN | IMPERATIVE_VERB","2641","",""
"ripple | גלים | רשרוש","NOUN","2642","",""
"side | צד | צלע","NOUN","2643","",""
"ermit | hermit | נזיר | נזירים","NOUN","2644","",""
"hay | straw | חציר","NOUN","2645","",""
"cot","NOUN","2646","",""
"bell | פעמון | בפעמון","NOUN","2647","",""
"cribbage | קריבג'","NOUN","2648","",""
"aardvark | חפרפרת","NOUN","2649","",""
"mantray | מנטרה","NOUN","2650","",""
"rex | wreck | רקס","NOUN","2651","",""
"enry | henry | הנרי","NOUN","2652","",""
"arry | harry | הארי","NOUN","2653","",""
"hortense | ortense | הורטנס","NOUN","2654","",""
"mama | mother | murther | אמא","NOUN","2655","",""
"farther | אב","NOUN","2656","",""
"family | משפחה","NOUN","2657","",""
"monster | מפלצת | מפלצות | מיפלצות","NOUN","2658","",""
"karl | קארל","NOUN","2659","",""
"cow | פרה","NOUN","2660","",""
"musicbox","NOUN","2661","",""
"material | חומר","NOUN","2662","",""
"jack | ג'ק","NOUN","2663","",""
"bridge | גשר","NOUN","2664","",""
"collection | heap | pile | ערמה | בערמה","NOUN","2665","",""
"bone | עצם","NOUN","2666","",""
"flock | geese | עדר","NOUN","2667","",""
"periscope | פריסקופ","NOUN","2668","",""
"submarine | צוללת","NOUN","2669","",""
"enemy | opponent | אויב","NOUN","2670","",""
"hair | שיער","NOUN","2671","",""
"keyhole | צלינדר","NOUN","2672","",""
"whirl | סחרור","NOUN | IMPERATIVE_VERB","2673","",""
"teapot","NOUN","2674","",""
"egg | ביצה","NOUN","2675","",""
"pepper | פלפל","NOUN","2676","",""
"daughter | בת","NOUN","2677","",""
"dot | נקודה","NOUN","2678","",""
"polka | פולקה","NOUN","2679","",""
"globe | גלובוס","NOUN","2680","",""
"button | כפתור","NOUN","2681","",""
"technocery | טכנוסריה","NOUN","2682","",""
"institute | מכון","NOUN","2683","",""
"powder","NOUN","2684","",""
"trick | תעלול","NOUN","2685","",""
"peer | עמית","NOUN","2686","",""
"banana | בננה","NOUN","2687","",""
"jester | ליצן","NOUN","2688","",""
"maze | מבוך","NOUN","2689","",""
"leer","NOUN","2690","",""
"toro | טורו","NOUN","2691","",""
"swordy | חרבותי","NOUN","2692","",""
"lordy | אדוני","NOUN","2693","",""
"braggart | מתגאה","NOUN","2694","",""
"rapier | רפייר","NOUN","2695","",""
"ruler | שליט","NOUN","2696","",""
"windbag","NOUN","2697","",""
"enchantment","NOUN","2698","",""
"disenchantment | אכזבה","NOUN","2699","",""
"master | אדון","NOUN","2700","",""
"lord","NOUN","2701","",""
"chaff | radar | tinsel | קש","NOUN","2702","",""
"necromancy | sorcery | נקרומנסיה","NOUN","2703","",""
"facelift","NOUN","2704","",""
"occult | אוקולט","NOUN","2705","",""
"crystal | קריסטל","NOUN","2706","",""
"oven | toaster | תנור | טוסטר","NOUN","2707","",""
"electricity | חשמל","NOUN","2708","",""
"frog | toad | צפרדע | קרפדה","NOUN","2709","",""
"jerky | manta","NOUN","2710","",""
"accoutrement | apparatus | paraphernalia | מתקן | פרפנליה","NOUN","2711","",""
"peep | הצצה","NOUN","2712","",""
"bug | חרק","NOUN","2713","",""
"scorpion | עקרב","NOUN","2714","",""
"tantrum","NOUN","2715","",""
"passage","NOUN","2716","",""
"finger | אצבע","NOUN","2717","",""
"pattern | דפוס","NOUN","2718","",""
"vine | גפן","NOUN","2719","",""
"weed","NOUN","2720","",""
"password | סיסמה | סיסמא | סיסמת | ססמת","NOUN","2721","",""
"familiar | מכר | לוויה","NOUN","2722","",""
"companion","NOUN","2723","",""
"lair | מאורה","NOUN","2724","",""
"spear | חנית","NOUN","2725","",""
"robe","NOUN","2726","",""
"bin | פח","NOUN","2727","",""
"icicle | קרחון","NOUN","2728","",""
"destiny | fate | גורל","NOUN","2729","",""
"journey | trip | מסע","NOUN","2730","",""
"notice | poster | פוסטר","NOUN","2731","",""
"firefly | גחלילית","NOUN","2732","",""
"falcon | נץ","NOUN","2733","",""
"statue | פסל","NOUN","2734","",""
"healing | ריפוי | בריאות","NOUN","2735","",""
"flail | morningstar | מגל","NOUN","2736","",""
"tail | זנב","NOUN","2737","",""
"info | information | מידע","NOUN","2738","",""
"lockpick | pick | פריצה | לפרוץ","IMPERATIVE_VERB | NOUN","2739","",""
"razzle | רזלה","NOUN","2740","",""
"wife","NOUN","2741","",""
"husband","NOUN","2742","",""
"mate | spouse","NOUN","2743","",""
"boy | ילד","NOUN","2744","",""
"crack | סדק","NOUN | IMPERATIVE_VERB","2745","",""
"odds | סיכויים","NOUN","2746","",""
"ends | קצוות","NOUN","2747","",""
"0 | o | zero | אפס","NOUN","4000","",""
"1 | one | אחד","NOUN","4001","",""
"2 | two | שניים | שתי | שני","NOUN","4002","",""
"3 | three | שלושה","NOUN","4003","",""
"4 | four | ארבעה","NOUN","4004","",""
"5 | five | חמישה","NOUN","4005","",""
"6 | six | שישה","NOUN","4006","",""
"7 | seven | שבעה","NOUN","4007","",""
"8 | eight | שמונה","NOUN","4008","",""
"9 | nine | תשעה","NOUN","4009","",""
"10 | ten | עשרה | עשר","NOUN","4010","",""
"11 | eleven","NOUN","4011","",""
"12 | twelve","NOUN","4012","",""
"13 | thirteen","NOUN","4013","",""
"14 | forteen | fourteen | fourtee","NOUN","4014","",""
"15 | fifteen","NOUN","4015","",""
"16 | sixteen","NOUN","4016","",""
"17 | seventeen","NOUN","4017","",""
"18 | eighteen","NOUN","4018","",""
"19 | nineteen | ninteen","NOUN","4019","",""
"20 | twenty | עשרים","NOUN","4020","",""
"30 | thirty | שלושים","NOUN","4021","",""
"40 | forty | ארבעים","NOUN","4022","",""
"50 | fifty | חמישים","NOUN","4023","",""
"60 | sixty | שישים","NOUN","4024","",""
"70 | seventy | שבעים","NOUN","4025","",""
"80 | eighty | שמונים","NOUN","4026","",""
"90 | ninety | תשעים","NOUN","4027","",""
"100 | hundred | מאה","NOUN","4028","",""
"1000 | thousand | אלף","NOUN","4029","",""
"1000000 | million | מיליון","NOUN","4030","",""
"unknownnumber","NOUN","4093","",""
"!* | noword","","4094","",""
"* | any | anyword | קסמים","CONJUNCTION | PREPOSITION | ARTICLE | ADJECTIVE | PRONOUN | NOUN | INDICATIVE_VERB | ADVERB | IMPERATIVE_VERB","4095","",""
