resource,noun,verb,condition,sequence,talker,refNoun,refVerb,refCond,en,he,comments
38,11,4,0,1,99,39,69,110,The guard would object.,השומר יביע התנגדות.,
38,11,52,0,1,99,39,105,115,You barely get to sleep when the guard on night patrol kicks you out.,עפעפיך בקושי מספיקים להיעצם כששומר בסיור הלילה בועט אותך החוצה.,
38,11,78,0,1,99,114,32,119,The guard chuckles as you make a fool of yourself.,השומר מצחקק בעוד אתה עושה מעצמך צחוק.,
38,12,1,0,1,99,69,110,114,The sky goes on forever when it's this clear.,השמיים נמשכים עד אין-סוף כשהם כה צלולים.,
38,13,1,0,1,99,105,115,32,The guards patrol from here.,השומרים המפטרלים מתחילים את סיורם מכאן.,
38,14,1,0,1,99,32,119,97,It's a watering trough for the horses.,שוקת המים נועדה להרוות את צמאונם של הסוסים.,
38,15,1,0,1,99,110,114,121,An empty wagon stands rotting into the courtyard.,"עגלה ריקה ששיני הזמן עשו בה שמות, ניצבת על אדמת החצר.",
38,15,4,0,1,99,115,32,102,The wagon is much too heavy to move without a horse.,רק סוס מסוגל למשוך עגלה כל כך כבדה.,
38,16,1,0,1,99,119,97,115,The guards patrol along here.,מסלול הפטרול עובר לאורך המקום.,
38,17,1,0,1,99,114,121,46,The solid stone walls protect the compound.,חומות האבן האיתנות מגינות על המתחם.,
39,1,1,0,1,99,16,255,118,Empty barrels lay around the compound.,חביות מושלכות ריקם ברחבי המחנה.,
39,1,4,0,1,99,196,8,93,The barrels are empty.,החביות ריקות.,
39,2,1,0,1,99,38,255,119,The castle's central keep rises above the rear of the courtyard.,מרכז הטירה מתנשא אל על ומאפיל על אחורי החצר.,
39,2,4,0,1,99,255,118,12,The castle walls feel very solid.,חומות הטירה מרגישות איתנות כסלע.,
39,3,1,0,1,99,26,131,196,"The courtyard is paved with granite paving stones, carefully placed by a skilled craftsman. ","החצר הפנימית מרוצפת באבני גזית מסותתות, מקובעות בקפידה על ידי בעל מלאכה מיומן.",
39,4,1,0,1,99,118,16,255,There is a curb along the left of the courtyard.,אבן שפה גדולה הונחה משמאל לחצר הפנימית.,
39,5,1,0,1,99,131,196,8,There is a curb along the right of the courtyard.,אבן שפה גדולה הונחה מימין לחצר הפנימית.,
39,6,1,0,1,99,118,10,86,There are two guards near the castle door.,שני זקיפים עומדים בסמוך לדלת הטירה.,
39,7,1,0,1,99,159,11,233,There are two guards near the castle door.,שני זקיפים עומדים בסמוך לדלת הטירה.,
39,7,84,0,1,99,227,209,227,You are too far away to talk to the guards.,אתה רחוק מדי מטווח השמיעה של השומרים.,
39,8,0,1,1,99,181,30,184,And the lesson begins!,"""והשיעור מתחיל!""",
39,8,0,2,1,33,40,131,196,"""En garde!""","""עמוד על המשמר!""",
39,8,0,3,1,33,129,236,40,"""Enough!""","""מספיק!""",
39,8,0,4,1,99,14,232,190,"After making sure no guards are looking, you climb over the wall. ","אחרי שאתה מוודא שאף שומר לא מסתכל, אתה מטפס מעל החומה.",
39,8,0,5,1,33,233,66,1,"""Should we meet again, I would not be adverse to another go-round.  Farewell, friend!""","""היה וניפגש שנית, לא אתנגד לסיבוב נוסף. להתראות, ידידי!""",
39,8,0,6,1,33,255,118,8,"""Even as we fought, I could detect your skills improving through practice.""","""אפילו תוך כדי מאבק, אני חש כי יכולותיך הולכות ומשתפרות.""",
39,8,0,7,1,99,1,89,89,The weapon master lends you the necessary items and then...,מומחה הנשק מושיט לך את הפריטים הנחוצים ואז...,
39,8,0,9,1,99,80,22,141,"The lesson wears you down, and you become exhausted.","השיעור מתיש אותך, ואתה מרגיש באפיסת כוחות.",
39,8,0,10,1,33,75,5,131,"""I can see now that my career must end.  Anytime that I, the Weapon Master, can be beaten by a mindless, nasty little twerp such as you, it is time to take an interminable vacation."" ","""כעת ברור לי שהקריירה שלי מאחוריי. בכל פעם שאני, מומחה הנשק, מובס על ידי חתיכת אידיוט חסר בינה כמוך, אני מבין שהגיע הזמן לקחת חופשה לכל החיים.""",
39,8,0,10,2,33,51,192,80,"""By your leave, I hope your sword rusts and your cape fragments in the most awful manner!""","""ברשותך, אני מקווה כי שברי חרבך וקרעי גלימתך הם במצב הגרוע ביותר שיכול להיות!""",
39,8,0,11,1,99,154,215,0,"That's easy to say, but you don't HAVE a gold coin.  You make your apologies to the Weapon Master.  ","קל להגיד, אבל אין לך מטבע זהב. אתה מביע את התנצלותך הכנה למומחה הנשק.",
39,8,0,12,1,99,254,199,70,The gates are closed for the night.,השערים נסגרו למשך הלילה.,
39,8,0,13,1,99,118,252,22,You are forced to admit that the Weapon Master has gotten the better of you.,אתה מוכרח להודות שמומחה הנשק עולה עליך בכמה רמות.,
39,8,0,14,1,33,118,250,255,"""I am a skilled teacher as well as a skilled fighter.""","""אני מורה מנוסה כמו גם לוחם מיומן.""",
39,8,0,14,2,33,80,154,150,"""However, the combat style I teach relies on the subtle alternation of Strike and Parry.  As I observe that you have no skill in the use of Parry, you would receive no benefit from my lessons.""","""עם זאת, סגנון הלחימה שאני מלמד מסתמך על מעבר עדין בין התקפה להתחמקות. כיוון שאני מבחין שאין לך כל כישורים בתורת ההתחמקות, שיעוריי לא יניבו לך כלל תועלת.""",
39,8,0,15,1,33,118,254,255,"""Pity.  I'm in the mood for some good combat practice.""","""חבל. אני דוקא במצב רוח לאיזה אימון קרבי טוב.""",
39,8,0,16,1,33,227,91,75,"""I am a skilled teacher as well as a skilled fighter.""","""אני מורה מנוסה כמו גם לוחם מיומן.""",
39,8,0,16,2,33,137,70,248,"""For a mere gold coin, I will be glad to give you some practice and some pointers on how to better your skills.""","""תמורת מטבע זהב בודד, אשמח לבנות לך תוכנית אימונים ואייעץ לך כיצד לשפר את ביצועיך.""",
39,8,0,16,3,33,204,255,118,"""Will you pay for a lesson?""","""תרצה לשלם על שיעור?""",
39,8,0,17,1,33,44,21,89,"""It was most prudent that you should give in to my superior skill.""","""היה יותר אחראי מצידך לו היית נכנע לכישוריי הנעלים.""",
39,8,0,18,1,99,80,22,141,You pay the Weapon Master's price and then...,אתה משלם למומחה החרב את שכרו ואז...,
39,8,0,19,1,33,160,35,131,"""If you would like a stretcher, my weak, tired friend... You seem a shadow of the person who began this little lesson."" ","""האם תרצה אלונקה, ידידי העייף והחלוש? אתה נראה לא יותר מאשר צל צילו של אותו אחד שהיית בתחילת השיעור.""",
39,8,0,20,1,33,8,255,118,"""The art of dancing would be a good skill for you to practice, my friend.""","""אמנות הריקודים היא מיומנות חשובה שכדאי לך להתאמן עליה, ידידי.""",
39,8,0,20,2,33,89,137,86,"""The balance of the body over the rapidly moving feet has won many a contest.""","""האיזון של הגוף מעל הרגליים הנעות במהירות זכה בתחרויות רבות.""",
39,8,0,21,1,33,216,254,80,"""Put your attention to the control of your legs when you duck a swing.  Your springiness makes you seem to bounce,""","""תן את תשומת ליבך לשליטה ברגליך בעודך מרים להנפה. הקפיציות שלך גורמת לך להיראות חסר יציבות,""",
39,8,0,21,2,33,235,60,255,"""... and a good opponent (such as myself) will always take advantage of the opening."" ","""...ויריב הולם (כמוני למשל) תמיד ינצל את יתרון הפתיחה.""",
39,8,0,22,1,33,8,255,118,"""You have a tendency to overbalance when you dodge a blow.  This will adversely affect the timing and effectiveness of your counterattack.""","""יש לך נטיה לאבד שיווי משקל כשאתה חומק ממהלומה. זה ישפיע לרעה על התזמון והיעילות של מתקפת הנגד שלך.""",
39,8,0,23,1,33,196,8,11,"""Be more aware of the angle with which your weapon approaches your opponent.""","""תהיה מודע יותר לזווית שממנה משיג נשקך את אויבך.""",
39,8,0,23,2,33,118,6,144,"""The thrust bites quickly, but the swing will do more damage if it connects."" ","""ההתקפה עוקצת מהר, אבל ההנפה תגרום לנזק הרבה יותר גדול אם תתזמן אותה היטב.""",
39,8,0,24,1,33,192,117,2,"""I salute you!""","""אני מצדיע לך!""",
39,8,0,25,1,33,141,134,216,"""Still, you seem to tire more easily than you should.""","""עדיין, נראה שאתה מתעייף בקלות רבה מדי.""",
39,8,1,0,1,99,95,32,89,The grounds are neglected and overgrown.,"השטח עזוב ומוזנח, הצמחיה גדלה בו פרא.",
39,8,52,26,1,99,139,70,240,There are too many guards around.,יש יותר מדי שומרים בסביבה.,
39,8,52,27,1,99,246,255,118,You barely get to sleep when you hear the guards searching the castle grounds for bums.  You decide it's time to make like a tree and leave.,בעוד עיניך נעצמות אתה שומע את השומרים סורקים את שטח הטירה בחיפוש אחר קבצנים פושטי יד. אתה מחליט לעשות כמו ציפור ולהתעופף.,
39,8,59,0,1,99,154,209,6,"You realize, of course, that such actions will not only have you grabbed by guards, dragged to the dungeon, and brutally tortured, but that you probably won't be able to win this game if you perform them.","אתה מבין, מהר מאוד, כי כעונש על מעשים כאלה לא רק שהשומרים יתפסו אותך, יגררו אותך לבור הכלא, ויענו אותך בעינויים מחרידים, אלא גם לא תצליח לסיים את המשחק.",
39,8,62,8,1,33,80,22,141,"""If you are addressing me, sir, you must respect me enough to address me to my face!""","""אם אתה פונה אלי, אדוני, עליך לכבד את רצוני ולפנות אלי בגוף ראשון!""",
39,9,1,0,1,99,160,35,131,The man has the muscles of a trained athlete and is apparently quite skilled with the sword.,"לבחור יש שרירים שלא היו מביישים ספורטאי צמרת, ועושה רושם שהוא סייף מיומן.",הוספתי פסיק
39,9,2,16,1,33,139,236,131,Practice,אימון,
39,9,2,28,1,33,137,86,234,Barnard,ברנרד,
39,9,2,29,1,33,255,118,234,Baron,ברון,
39,9,2,30,1,33,5,131,196,Town,עיירה,
39,9,2,31,1,33,234,199,70,Brigands,שודדים,
39,9,2,32,1,33,80,22,141,Castle,טירה,
39,9,2,33,1,33,80,22,141,Elsa,אלסה,
39,9,2,34,1,33,118,232,154,Fighting,לחימה,
39,9,2,35,1,33,30,184,117,Friendship,ידידות,
39,9,2,36,1,33,51,192,80,Guards,שומרים,
39,9,2,37,1,33,84,155,80,NO,לא,
39,9,2,38,1,33,20,140,218,Armor,שריון,
39,9,2,39,1,33,93,203,85,Skill,כישורים,
39,9,2,40,1,33,6,38,255,Sword,חרב,
39,9,2,41,1,33,62,150,111,Town,עיירה,
39,9,2,42,1,33,235,4,14,Weapon Master,מומחה לנשק,
39,9,2,43,1,33,0,44,21,YES,כן,
39,9,4,0,1,33,30,184,122,"""Unhand me, you lout, or I shall have you thrown into the dungeons.  I allow only those who pay for the privilege to measure their fighting skill against mine.""","""שחרר אותי, נבל שכמותך, או שאצווה להשליכך למרתפי הכלא. רק לאלה שמשלמים שמורה הזכות לאמוד את כישורי הלחימה שלהם על גבי.""",
39,9,5,16,1,33,154,213,0,"""Practice is the way to refine and improve one's skills.""","""אימונים הם הדרך ללטש ולשכלל את כישוריך ויכולותיך.""",
39,9,5,28,1,33,154,108,6,"""The Baronet had some minor talent with weapons, but he was too impatient.""","""הבארונט רכש ידע מועט בכלי נשק, אולם לצערי אצה לו הדרך.""",
39,9,5,28,2,33,141,70,186,"""If he had but listened and learned what I teach, he would never have been lost."" ","""לו רק היה מקשיב לשיעורי ומאזין ללקחי, לעולם לא היה הוא מאבד את דרכו.""",
39,9,5,29,1,33,20,51,192,"""The Baron had the wisdom to recognize greatness when I presented myself.  Thus he made me Weapon Master.""","""לברון היתה את התבונה לזהות גדלות כשהצגתי את עצמי; לפיכך הוא מינה אותי למומחה הנשק.""",
39,9,5,30,1,33,144,156,80,"""Please don't bore me, young adventurer.  Ask me about something interesting to me.""","""אנא אל תשעממני, הרפתקן צעיר. שאל אותי אודות משהו יותר מעניין.""",
39,9,5,31,1,33,0,80,154,"""The Brigands fight remarkably well for riff-raff who have not had the benefit of my training.  They are cowards who like to hide behind their shields, but I must admit they do that well.""","""השודדים נלחמים באופן ראוי לציון יחסית לאספסוף שלא זכה להתחנך תחת חסותי. הם פחדנים שאוהבים להסתתר מאחורי מגיניהם, אם כי אני חייב להודות שהם עושים זאת מצויין.""",
39,9,5,31,2,33,82,80,14,"""Should you find yourself face-to-face with one of the Brigands, I suggest you mirror their techniques.  Use Parry or Dodge until your opponent lowers his shield to attack, then strike before he can get his spear into attack position."" ","""אם תמצא את עצמך פנים אל פנים מול אחד השודדים, ממליץ אני לך לשקף את הטכניקה שלהם. השתמש בהדיפה או התחמקות עד אשר יריבך ינמיך את מגינו כדי לתקוף, או אז הכה בו לפני שיספיק להביא את חניתו למצב התקפה.""",
39,9,5,32,1,33,22,158,112,"""This is the castle of the Baron von Spielburg.  I am the Weapon Master of the castle.""","""זוהי טירתו של הברון פון שפילבורג. אני הוא אומן הנשק של הטירה.""",
39,9,5,33,1,33,141,70,186,"""A bright child, for a girl.  She used to watch me practice daily, and question me constantly.  Pity she was not born a boy."" ","ילדה פיקחית ושנונה. היא היתה צופה בי רבות באימונים היומיומיים, ומתחקרת אותי ללא הרף. חבל שהיא לא נולדה בן.""",
39,9,5,33,2,33,82,255,54,"""She would have made a talented swordsman... if I had trained her.  I could not demean myself to teach a mere girl, of course.""  ","""היא היתה הופכת להיות סייפת מוכשרת... אם אני הייתי מאמן אותה. כמובן שלא אשים את עצמי ללעג ולקלס ולא אלמד ילדה פשוטה.""",
39,9,5,34,1,33,54,190,218,"""Fighting is both an art and a skill.  It is a skill in the use of muscle strength and the agility of control.""","""לחימה היא אמנות ומיומנות במקביל. זאת מיומנות של שימוש בכוח השרירים, גמישות, ושליטה עצמית.""",
39,9,5,34,2,33,187,51,131,"""It is an art in outwitting and out-maneuvering the opponent.  I am, of course, the skilled artiste.  Do you fight?""  ","""זאת אמנות של עורמה ותמרון האוייב. הנני, כמובן, האמן המיומן. אתה נלחם?""",
39,9,5,35,1,33,184,1,0,"""Please don't bore me, young adventurer.  Ask me about something interesting to me.""","""אנא אל תשעממני, הרפתקן צעיר. שאל אותי אודות משהו יותר מעניין.""",
39,9,5,36,1,33,255,54,158,"""You will find them very skilled at fighting.  After all, I am the one who trains all of the guards at this castle.""","""תגלה שהם נלחמים במיומנות רבה. אחרי הכל, אני הוא שמאמן את כל שומרי הטירה הזו.""",
39,9,5,37,1,33,7,109,14,"""Pity.""","""מה חבל.""",
39,9,5,38,1,33,248,51,192,"""I never use a shield, it gets in the way of my agility of dodging.  It is best used by those who are strong but not swift and agile."" ","""לעולם איני משתמש במגן. הוא מפריע לי לחמוק מתקיפות ולתמרן בזריזות. מגן עוזר במיוחד למי שחזק, אך לא זריז ולא חמקן.""",
39,9,5,38,2,33,21,1,233,"""You definitely require a shield.""","""אתה זקוק למגן, ללא ספק.""",
39,9,5,39,1,33,80,22,141,"""The skills of the Sword are Thrust, Swing, Parry, and Dodge.  Timing of such actions is critical to the success of the  fighter.""","""מיומנויות הלחימה בחרב הן: התקפה, הנפה, הדיפה והתחמקות. התזמון של פעולות אלו הוא חיוני לניצחון הלוחם בקרב.""",
39,9,5,40,1,33,14,131,196,"""The sword is the finest of all weapons.  It requires an equal measure of skill and strength."" ","""החרב היא כלי הנשק הכי מוצלח. היא דורשת כמות שווה של מיומנות ושל כוח.""",
39,9,5,41,1,33,229,93,203,"""Please don't bore me, young adventurer.  Ask me about something interesting to me.""","""אנא אל תשעממני, הרפתקן צעיר. שאל אותי אודות משהו יותר מעניין.""",
39,9,5,42,1,33,184,246,154,"""I am the Weapon Master, expert swordsman and trainer."" ","""הנני אומן הנשק, סייף מומחה ומאמן.""",
39,9,5,43,1,33,196,6,93,"""I am a skilled teacher as well as a skilled fighter.  For a single gold coin, I will give you some pointers on how to better your skills, and the practice to improve them.  Will you pay?"" ","""הנני מורה מיומן כשם שאני לוחם מיומן. בעבור מטבע זהב, אסכים לתת לך נקודות מדוייקות לחיזוק כישוריך, ותרגילים לשיפור. האם אתה מעוניין?""",
39,10,1,0,1,99,30,184,246,An empty wagon stands rotting in the courtyard.,עגלה ריקה ניצבת ונרקבת בחצר הטירה.,
39,10,4,0,1,99,131,196,6,The wagon is too heavy to move without a horse.,העגלה כבדה מכדי להזיזה ללא סוס.,
39,11,1,0,1,99,118,10,139,This is part of the castle wall.,זהו חלק מחומת הטירה.,
40,1,1,0,1,99,0,4,0,There is a fenced corral next to the stable building.,ישנה מכלאה מגודרת בצמוד למבנה האורווה.,
40,2,1,0,1,99,49,46,83,The horses have plenty of grain to keep them eating well.,"הרבה תבואה, כדי שהסוסים יאכלו כמו שצריך.",
40,3,1,0,1,99,4,0,65,The Baron was once known for his many fine and noble steeds.  Only a few aging animals remain in his stable.,הברון היה ידוע בעבר בזכות סוסיו הרבים והאציליים. רק מעט מהבהמות המזדקנות נשארו באורוותו.,
40,4,1,0,1,99,2,116,70,The Baron was once known for his many fine and noble steeds.  Only a few aging animals remain in his stable.,הברון היה ידוע בעבר בזכות סוסיו הרבים והאציליים. רק מעט מהבהמות המזדקנות נשארו באורוותו.,
40,4,2,0,1,99,0,61,50,"""Neigh!""  ","""נייי!""",
40,4,4,0,1,45,116,111,32,The Baron's horses aren't for sale.,הסוסים של הברון אינם למכירה.,
40,4,32,0,1,99,101,115,115,The horse happily munches on the apple.,הסוס מכרסם את התפוח בשמחה.,
40,5,1,0,1,99,0,0,0,The officers have nicer places than the enscripted men (those who program scripts).,לקצינים יש מקומות נחמדים יותר מלמתכנתים.,תרגמתי - לא סגור על זה
40,6,1,1,1,99,194,116,20,"In the stable, the manure is beginning to pile up.","באורווה, הזבל מתחיל להיערם.",
40,6,1,2,1,99,0,61,50,You have raked the manure and covered the stable floor with new straw.,גרפת את הזבל וכיסית את ריצפת האורווה בקש חדש.,
40,7,1,0,1,99,50,116,0,The majestic mountains stand in stark contrast to the squalor of the castle.,ההרים האציליים ניצבים בניגוד מזעזע לעליבות של הטירה.,
40,8,0,0,1,45,56,7,85,"""Haven't you got anything better to do than hang around here?  Come back some other time you want to get rich.""","""אין לך משהו יותר טוב לעשות מאשר לשוטט כאן? חזור בפעם אחרת.""",
40,8,0,0,2,45,65,7,0,"""OK.  C'mon over here."" ","""בסדר. בוא'נה.""",
40,8,0,0,3,99,74,7,8,"The stableman hands you some coins and says, ""Now you're five silvers richer.""","הסייס נותן לך מספר מטבעות ואומר, ""עכשיו אתה עשיר יותר בחמישה מטבעות כסף.""",
40,8,0,0,4,99,80,7,203,You curl up on some clean hay and get some rest.,אתה מתכרבל לך על ערימת חציר נקי ותופס תנומה קלה.,
40,8,0,0,5,99,103,7,12,"""Z-Z-Z-Z-Z-Z-Z-Z-Z-Z...""","""חררררר... פשששששש... חרררר...""",
40,8,0,0,6,99,130,7,0,"It IS a rude awakening, however.","עם זאת, היקיצה לא היתה מנומסת בכלל.",
40,8,0,0,7,45,153,7,11,"""I see you're back.  Need some work?"" ","""אני רואה שחזרת. צריך עבודה?""",
40,8,0,0,8,99,172,7,8,Someone approaches you.,מישהו מתקרב אליך.,
40,8,0,0,9,45,195,7,214,"""You lookin' for some work?"" ","""אתה מחפש עבודה?""",
40,8,0,0,10,45,233,7,94,"""Good!  Take a rake."" ","""טוב! קח מגרפה.""",
40,8,0,0,11,45,51,8,38,"""Good!  Come in here and take a rake."" ","""יופי! הכנס פנימה ותפוס מגרפה.""",
40,8,0,0,12,45,106,8,0,"Too bad!  I could use some help.""","""חבל! לא תזיק לי קצת עזרה.""",
40,8,0,3,1,99,177,8,62,No,לא,
40,8,0,4,1,45,223,8,86,"""I DON'T PAY YOU TO REST!  GET TO WORK!  NOW!!!""   ","""אני לא משלם לך כדי שתנוח! לעבודה! מייד!!!""",
40,8,0,5,1,45,253,8,244,"""WHAT DO YOU THINK THIS IS, A REST HOME???  GET TO WORK!  NOW!!!"" ","""מה אתה חושב שזה, בית הבראה??? לעבודה! מייד!!!""",
40,8,0,6,1,99,30,9,250,Yes,כן,
40,8,0,7,1,99,66,9,87,"""Z-Z-Z-Z-Z-Z-Z-Z-Z-Z...""  ","""חררררר... פשששששש... חרררר...""",
40,8,1,1,1,99,112,9,214,The castle's stable looks like it holds about six horses.  It could use some cleaning up.  To the northwest you can see the castle's central keep.,נראה שבאורווה יש מקום לכשישה סוסים. לא תזיק פה קצת ספונג'ה. בצד צפון מערב אתה מבחין במגדל הראשי של הטירה.,
40,8,1,2,1,99,150,9,248,The stable looks much better since you cleaned it.,האורווה נראית הרבה יותר טוב מאז שניקית אותה.,
40,8,1,8,1,99,185,9,17,It doesn't look like the stableman spends much of his time cleaning.,נראה שהסייס לא מבלה יותר מדי זמן בניקיון.,
40,8,52,2,1,45,198,9,139,"""Hey you!  It's bad enough you hang around here all day, but I sure ain't gonna let you sleep here before you've worked enough to earn it!"" ","""הי אתה! גם ככה אני לא מרוצה מזה שאתה מסתובב פה כל היום, אבל מה שבטוח שבשביל לישון כאן תצטרך לעבוד קשה!""",
40,8,52,8,1,99,100,10,199,It would be more comfortable to sleep on clean hay in the stable.,"יהיה לך יותר נוח לישון על ערימת חציר נקיה, באורווה.",
40,8,52,9,1,99,124,10,184,It's too early in the day; come back later.,השעה מוקדמת מדי לכך; חזור מאוחר יותר.,
40,8,52,10,1,99,225,10,8,Wait a minute!,חכה רק רגע.,
40,8,78,0,1,99,5,11,196,You don't need to dazzle anything here.  The horses wouldn't like it.,אתה לא צריך לסנוור כאן כלום. זה לא ימצא חן בעיני הסוסים.,
40,8,81,0,1,99,56,11,144,The stable area is too flammable to use that spell here.,אזור האורווה דליק מדי בשביל הלחש הזה.,
40,9,1,0,1,99,78,11,252,The sky goes on forever when it's this clear.,השמיים נמשכים עד אין-סוף כשהם כה צלולים.,
40,10,1,22,1,99,229,11,196,He's not standing where you can see him.,הוא לא עומד במקום שבו תראה אותו.,
40,10,1,23,1,99,3,12,131,A low-looking lout.  HE could use some cleaning up.,גמד נמוך קומה. לא יזיק לו קצת ניקיון.,
40,10,2,11,1,45,159,12,38,Antwerp,אטנוורפ,
40,10,2,12,1,45,195,12,124,Baronet,בארונט,
40,10,2,13,1,45,80,13,43,Baron,ברון,
40,10,2,14,1,45,97,13,118,Guards,שומרים,
40,10,2,15,1,45,157,13,31,Horse,סוס,
40,10,2,16,1,45,172,13,2,Magic,קסם,
40,10,2,17,1,45,21,14,11,Monster,מפלצת,
40,10,2,18,1,45,64,14,10,Pay,תשלום,
40,10,2,19,1,45,120,14,118,Stables,אורוות,
40,10,2,20,1,45,145,14,131,Valley,עמק,
40,10,2,21,1,45,122,15,176,Work,עבודה,
40,10,5,11,1,45,147,15,85,"""Ha-ha-ha-ha-ha!  Hee-hee-hee-ho-ho!""","""חה-חה-חה-חה-חה! חי-חי-חי-הו-הו!""",
40,10,5,12,1,45,248,15,118,"""He used to ride the black horse over there.""","""הוא היה רוכב על הסוס השחור הזה שם.""",
40,10,5,13,1,45,33,16,131,"""Ever since the trouble started, the Baron just hasn't been interested in his horses.""","""מאז החלו התלאות, איבד הברון כל עניין בסוסיו.""",
40,10,5,14,1,45,147,16,1,"""They don't bother me, I don't bother them.""","""הם לא מפריעים לי, אני לא מפריע להם.""",
40,10,5,15,1,45,186,16,116,"""We used to have some of the finest horses in the north, when the Baron still cared about things other than his troubles.  Now we just have this one outside and and the two in here.""","""בעבר היו ברשותנו הסוסים הגזעיים ביותר בצפון, כשהברון עדיין התעניין בדברים שאינם קשורים לצרות שלו. כעת כל שנותר לנו זה ההוא שם בחוץ והשניים כאן.""",
40,10,5,16,1,45,42,17,192,"""Don't ask me about anything to do with magic.  I don't wanna know.""","""אל תשאל אותי על שום דבר שקשור לקסם. אני לא רוצה לדעת.""",
40,10,5,17,1,45,66,17,12,"""Those things scare me silly!""","""הדברים האלה מפחידים אותי למוות!""",
40,10,5,18,1,45,174,17,6,"""You get five silvers each time you clean the stables.""","""על כל פעם שתנקה את האורוות תתוגמל בחמישה מטבעות כסף.""",
40,10,5,19,1,45,200,17,255,"""The old stable used to be twice this size before it burned down.  This is fine with so few horses, but it is rather small.""","""האורווה הישנה היתה כפליים בגודלה בטרם נשרפה עד היסוד. זאת יכולה להסתדר עם כמה סוסים, אך בהחלט שהיא קטנה.""",
40,10,5,20,1,45,49,18,28,"""Just get out and wander around a little.  You'll find out.""","""פשוט צא החוצה וסייר קצת בסביבה. אתה תגלה בעצמך.""",
40,10,5,21,1,45,72,18,10,"""The work is simple -- just grab a rake and clean this place up."" ","""העבודה נורא פשוטה -- פשוט אחוז במגרפה ונקה את המקום.""",
40,10,57,22,1,99,230,18,28,The stableman can't hear you.,האורוון אינו שומע אותך.,
40,10,57,23,1,45,252,18,160,"""Don't tire me out with a bunch of questions.  Can't you see what a hard life I have?"" ","""אתה מתיש אותי עם השאלות המיותרות שלך. אתה לא רואה כמה החיים שלי קשים?""",
40,11,1,0,1,99,90,19,192,The castle towers overlook the entire valley.,מגדלי הטירה צופים על פני העמק כולו.,
40,12,1,0,1,99,122,19,10,The horses have plenty of hay to eat.,לסוסים יש שפע של חציר.,
40,13,1,0,1,99,214,19,70,There is solid wall of rock protecting this place.,חומות אבן איתנות מגינות על המקום.,
40,14,1,0,1,99,221,19,236,This holds drinking water for the horses.,כאן אוגרים מי שתיה מתוקים עבור הסוסים.,
41,1,1,0,1,99,25,4,0,"So you says to yourself, ""Self"", you says...","אז אתה אומר לעצמך, ""עצמי"", אתה אומר...",
41,1,4,0,1,99,31,37,27,You straighten out your cape so that you can make a good impression at the castle.,אתה מיישר את קפלי גלימתך כדי שתיראה במיטבך ותותיר רושם טוב בטירה.,
41,2,1,1,1,99,4,0,35,The doors are guarded by Frederick and Pierre.  (You can tell by their nametags.),הדלתות מאובטחות על ידי פרדריק ופייר. (כך כתוב על התגים שלהם.),
41,2,1,2,1,99,32,0,110,The doors are securely locked for the night.,הדלתות נעולות למשך הלילה.,
41,2,4,0,1,99,0,30,31,There is no response.,אין תגובה.,
41,2,17,1,1,99,97,114,116,That's not too bright an idea while the guards are watching.,זה לא רעיון הכי מבריק כשהשומרים מסתכלים.,
41,2,17,2,1,99,32,99,97,The doors are securely locked and barred from the inside.,הדלתות נעולות ומוברחות מבפנים.,
41,2,18,1,1,99,108,108,46,That's not too bright an idea while the guards are watching.,זה לא הרעיון הכי מבריק כשהשומרים מסתכלים.,
41,2,18,2,1,99,105,114,121,The doors are securely locked and barred from the inside.,הדלתות נעולות ומוברחות מבפנים.,
41,3,1,0,1,99,0,116,32,"The guards look to be middle-aged, but in good physical condition.  Their clothing is faded and patched.  Even the horns look dull.","השומרים נראים בגיל העמידה, אבל בכושר גופני מעולה. בגדיהם דהויים ומוטלאים. אפילו החצוצרות נראות עלובות.",
41,3,1,0,2,99,32,1,0,"I told you not to mention it.  Now you've hurt his feelings, and he won't talk until he gets over it.","""אמרתי לך לא להזכיר את זה. כעת פגעת בנקודה רגישה, ועד שהוא יתגבר על זה הוא לא יוציא הגה מפיו.""",
41,3,2,3,1,99,0,138,19,Bald spot,קרחת,
41,3,2,4,1,99,31,1,1,Baron,ברון,
41,3,2,5,1,99,32,1,4,Barracks,מחנה צבא,
41,3,2,6,1,99,73,2,1,Castle,טירה,
41,3,2,7,1,99,32,2,4,Daughter,בת,
41,3,2,8,1,99,111,3,1,Name,שם,
41,3,2,9,1,99,28,4,1,Karl,קארל,
41,3,2,10,1,99,99,5,1,Name,שם,
41,3,4,0,1,99,31,6,1,You're embarrassing the poor fellow.,אתה מביך את הברנש המסכן.,
41,3,5,3,1,99,55,7,1,"He's very proud of his moustache, but don't mention his bald spot.","""פייר גאה מאוד בשפמו, אולם שלא תזכיר את הקרחת שלו בשום אופן.""",
41,3,5,4,1,99,100,7,84,"""No one enters the castle without the Baron's permission.""","""אף אחד לא נכנס לטירה ללא אישור מפורש מהברון.""",
41,3,5,4,2,99,31,8,0,"""The Baron sees no one.""","""הברון אינו מוכן לראות איש.""",
41,3,5,5,1,99,0,8,0,"""The barracks are off to my right, but you have no business going there.""","""מחנה הצבא נמצא מימיני, אולם אין לך מה לחפש שם.""",
41,3,5,6,1,99,116,8,0,This is the castle of the Baron Stefan von Spielburg.,"""זוהי הטירה של הברון סטפן פון שפילברג.""",
